stn;time;rre150z0
VEV;202105312210;0.0
VEV;202105312220;0.0
VEV;202105312230;0.0
VEV;202105312240;0.0
VEV;202105312250;0.0
VEV;202105312300;0.0
VEV;202105312310;0.0
VEV;202105312320;0.0
VEV;202105312330;0.0
VEV;202105312340;0.0
VEV;202105312350;0.0
VEV;202106010000;0.0
VEV;202106010010;0.0
VEV;202106010020;0.0
VEV;202106010030;0.0
VEV;202106010040;0.0
VEV;202106010050;0.0
VEV;202106010100;0.0
VEV;202106010110;0.0
VEV;202106010120;0.0
VEV;202106010130;0.0
VEV;202106010140;0.0
VEV;202106010150;0.0
VEV;202106010200;0.0
VEV;202106010210;0.0
VEV;202106010220;0.0
VEV;202106010230;0.0
VEV;202106010240;0.0
VEV;202106010250;0.0
VEV;202106010300;0.0
VEV;202106010310;0.0
VEV;202106010320;0.0
VEV;202106010330;0.0
VEV;202106010340;0.0
VEV;202106010350;0.0
VEV;202106010400;0.0
VEV;202106010410;0.0
VEV;202106010420;0.0
VEV;202106010430;0.0
VEV;202106010440;0.0
VEV;202106010450;0.0
VEV;202106010500;0.0
VEV;202106010510;0.0
VEV;202106010520;0.0
VEV;202106010530;0.0
VEV;202106010540;0.0
VEV;202106010550;0.0
VEV;202106010600;0.0
VEV;202106010610;0.0
VEV;202106010620;0.0
VEV;202106010630;0.0
VEV;202106010640;0.0
VEV;202106010650;0.0
VEV;202106010700;0.0
VEV;202106010710;0.0
VEV;202106010720;0.0
VEV;202106010730;0.0
VEV;202106010740;0.0
VEV;202106010750;0.0
VEV;202106010800;0.0
VEV;202106010810;0.0
VEV;202106010820;0.0
VEV;202106010830;0.0
VEV;202106010840;0.0
VEV;202106010850;0.0
VEV;202106010900;0.0
VEV;202106010910;0.0
VEV;202106010920;0.0
VEV;202106010930;0.0
VEV;202106010940;0.0
VEV;202106010950;0.0
VEV;202106011000;0.0
VEV;202106011010;0.0
VEV;202106011020;0.0
VEV;202106011030;0.0
VEV;202106011040;0.0
VEV;202106011050;0.0
VEV;202106011100;0.0
VEV;202106011110;0.0
VEV;202106011120;0.0
VEV;202106011130;0.0
VEV;202106011140;0.0
VEV;202106011150;0.0
VEV;202106011200;0.0
VEV;202106011210;0.0
VEV;202106011220;0.0
VEV;202106011230;0.0
VEV;202106011240;0.0
VEV;202106011250;0.0
VEV;202106011300;0.0
VEV;202106011310;0.0
VEV;202106011320;0.0
VEV;202106011330;0.0
VEV;202106011340;0.0
VEV;202106011350;0.0
VEV;202106011400;0.0
VEV;202106011410;0.0
VEV;202106011420;0.0
VEV;202106011430;0.0
VEV;202106011440;0.0
VEV;202106011450;0.0
VEV;202106011500;0.0
VEV;202106011510;0.0
VEV;202106011520;0.0
VEV;202106011530;0.0
VEV;202106011540;0.0
VEV;202106011550;0.0
VEV;202106011600;0.0
VEV;202106011610;0.0
VEV;202106011620;0.0
VEV;202106011630;0.0
VEV;202106011640;0.0
VEV;202106011650;0.0
VEV;202106011700;0.0
VEV;202106011710;0.0
VEV;202106011720;0.0
VEV;202106011730;0.0
VEV;202106011740;0.0
VEV;202106011750;0.0
VEV;202106011800;0.0
VEV;202106011810;0.0
VEV;202106011820;0.0
VEV;202106011830;0.0
VEV;202106011840;0.0
VEV;202106011850;0.0
VEV;202106011900;0.0
VEV;202106011910;0.0
VEV;202106011920;0.0
VEV;202106011930;0.0
VEV;202106011940;0.0
VEV;202106011950;0.0
VEV;202106012000;0.0
VEV;202106012010;0.0
VEV;202106012020;0.0
VEV;202106012030;0.0
VEV;202106012040;0.0
VEV;202106012050;0.0
VEV;202106012100;0.0
VEV;202106012110;0.0
VEV;202106012120;0.0
VEV;202106012130;0.0
VEV;202106012140;0.0
VEV;202106012150;0.0
VEV;202106012200;0.0
VEV;202106012210;0.0
VEV;202106012220;0.0
VEV;202106012230;0.0
VEV;202106012240;0.0
VEV;202106012250;0.0
VEV;202106012300;0.0
VEV;202106012310;0.0
VEV;202106012320;0.0
VEV;202106012330;0.0
VEV;202106012340;0.0
VEV;202106012350;0.0
VEV;202106020000;0.0
VEV;202106020010;0.0
VEV;202106020020;0.0
VEV;202106020030;0.0
VEV;202106020040;0.0
VEV;202106020050;0.0
VEV;202106020100;0.0
VEV;202106020110;0.0
VEV;202106020120;0.0
VEV;202106020130;0.0
VEV;202106020140;0.0
VEV;202106020150;0.0
VEV;202106020200;0.0
VEV;202106020210;0.0
VEV;202106020220;0.0
VEV;202106020230;0.0
VEV;202106020240;0.0
VEV;202106020250;0.0
VEV;202106020300;0.0
VEV;202106020310;0.0
VEV;202106020320;0.0
VEV;202106020330;0.0
VEV;202106020340;0.0
VEV;202106020350;0.0
VEV;202106020400;0.0
VEV;202106020410;0.0
VEV;202106020420;0.0
VEV;202106020430;0.0
VEV;202106020440;0.0
VEV;202106020450;0.0
VEV;202106020500;0.0
VEV;202106020510;0.0
VEV;202106020520;0.0
VEV;202106020530;0.0
VEV;202106020540;0.0
VEV;202106020550;0.0
VEV;202106020600;0.0
VEV;202106020610;0.0
VEV;202106020620;0.0
VEV;202106020630;0.0
VEV;202106020640;0.0
VEV;202106020650;0.0
VEV;202106020700;0.0
VEV;202106020710;0.0
VEV;202106020720;0.0
VEV;202106020730;0.0
VEV;202106020740;0.0
VEV;202106020750;0.0
VEV;202106020800;0.0
VEV;202106020810;0.0
VEV;202106020820;0.0
VEV;202106020830;0.0
VEV;202106020840;0.0
VEV;202106020850;0.0
VEV;202106020900;0.0
VEV;202106020910;0.0
VEV;202106020920;0.0
VEV;202106020930;0.0
VEV;202106020940;0.0
VEV;202106020950;0.0
VEV;202106021000;0.0
VEV;202106021010;0.0
VEV;202106021020;0.0
VEV;202106021030;0.0
VEV;202106021040;0.0
VEV;202106021050;0.0
VEV;202106021100;0.0
VEV;202106021110;0.0
VEV;202106021120;0.0
VEV;202106021130;0.0
VEV;202106021140;0.0
VEV;202106021150;0.0
VEV;202106021200;0.0
VEV;202106021210;0.0
VEV;202106021220;0.0
VEV;202106021230;0.0
VEV;202106021240;0.0
VEV;202106021250;0.0
VEV;202106021300;0.0
VEV;202106021310;0.0
VEV;202106021320;0.0
VEV;202106021330;0.0
VEV;202106021340;0.0
VEV;202106021350;0.0
VEV;202106021400;0.0
VEV;202106021410;0.0
VEV;202106021420;0.0
VEV;202106021430;0.0
VEV;202106021440;0.0
VEV;202106021450;0.0
VEV;202106021500;0.0
VEV;202106021510;0.0
VEV;202106021520;0.0
VEV;202106021530;0.0
VEV;202106021540;0.0
VEV;202106021550;0.0
VEV;202106021600;0.0
VEV;202106021610;0.0
VEV;202106021620;0.0
VEV;202106021630;0.0
VEV;202106021640;0.0
VEV;202106021650;0.0
VEV;202106021700;0.0
VEV;202106021710;0.0
VEV;202106021720;0.0
VEV;202106021730;0.0
VEV;202106021740;0.0
VEV;202106021750;0.0
VEV;202106021800;0.0
VEV;202106021810;0.0
VEV;202106021820;0.0
VEV;202106021830;0.0
VEV;202106021840;0.0
VEV;202106021850;0.0
VEV;202106021900;0.0
VEV;202106021910;0.0
VEV;202106021920;0.0
VEV;202106021930;0.0
VEV;202106021940;0.0
VEV;202106021950;0.0
VEV;202106022000;0.0
VEV;202106022010;0.0
VEV;202106022020;0.0
VEV;202106022030;0.0
VEV;202106022040;0.0
VEV;202106022050;0.0
VEV;202106022100;0.0
VEV;202106022110;0.0
VEV;202106022120;0.0
VEV;202106022130;0.0
VEV;202106022140;0.0
VEV;202106022150;0.0
VEV;202106022200;0.0
VEV;202106022210;0.0
VEV;202106022220;0.0
VEV;202106022230;0.0
VEV;202106022240;0.0
VEV;202106022250;0.0
VEV;202106022300;0.0
VEV;202106022310;0.0
VEV;202106022320;0.0
VEV;202106022330;0.0
VEV;202106022340;0.0
VEV;202106022350;0.0
VEV;202106030000;0.0
VEV;202106030010;0.0
VEV;202106030020;0.0
VEV;202106030030;0.0
VEV;202106030040;0.0
VEV;202106030050;0.0
VEV;202106030100;0.0
VEV;202106030110;0.0
VEV;202106030120;0.0
VEV;202106030130;0.0
VEV;202106030140;0.0
VEV;202106030150;0.0
VEV;202106030200;0.0
VEV;202106030210;0.0
VEV;202106030220;0.0
VEV;202106030230;0.0
VEV;202106030240;0.0
VEV;202106030250;0.0
VEV;202106030300;0.0
VEV;202106030310;0.0
VEV;202106030320;0.0
VEV;202106030330;0.0
VEV;202106030340;0.0
VEV;202106030350;0.0
VEV;202106030400;0.0
VEV;202106030410;0.0
VEV;202106030420;0.0
VEV;202106030430;0.0
